Requirement,Code Snippet,Question,Error,Answer,URL,Source,Language,Difficulty
,"int x = -5;
while (x < 0)
{
   x++;
   System.out.print(x + "" "");
}","4-11-3: What does the following code print?
",,,,,,
,"for (int i = 5; i <= 12; i++)
{
   System.out.print(""*"");
}","4-11-4: How many times does the following method print a *?
",,,,,,
,"for (int i = 1; i < 5; i++)
{
   System.out.print(""*"");
}","4-11-5: How many times does the following method print a *?
",,,,,,
,"for (int i = 0; i <= 8; i++)
{
   System.out.print(""*"");
}","4-11-6: How many times does the following method print a *?
",,,,,,
,"for (int x = 0; x < 5; x++)
{
   System.out.print(""*"");
}","4-11-7: How many times does the following method print a *?
",,,,,,
,"for (int x = 2; x < 8; x++)
{
   System.out.print(""*"");
}","4-11-8: How many times does the following method print a *?
",,,,,,
,"int x = 0;
while (x <= 5)
{
   System.out.print(x + "" "");
   x++;
}","4-11-9: What does the following code print?
",,,,,,
,"int x = 3;
while (x < 9)
{
   System.out.print(x + "" "");
}","4-11-10: What does the following code print?
",,,,,,
,"for (int i = 0; i < 5; i++) {
   for (int j = 0; j < 5; j++)
      System.out.println(""*"");
}","4-11-11: How many stars are output when the following code is executed?
",,,,,,
,"for (int k = 0; k < 20; k+=2) {
   if (k % 3 == 1)
      System.out.print(k + "" "");
}","4-11-13: What is printed as a result of the following code segment?
",,,,,,
,"int var1 = 0;
int var2 = 2;

while ((var2 != 0) && ((var1 / var2) >= 0)) {
   var1 = var1 + 1;
   var2 = var2 - 1;
}","4-11-15: What are the values of var1 and var2 after the following code segment is executed and the while loop finishes?
",,,,,,
,"public class Temperature
{
   private double temperature;
   public static double maxTemp = 0;

   public Temperature(double t)
   {
        temperature = t;
        if (t > maxTemp)
            maxTemp = t;
   }

   public static void main(String[] args)
   {
        Temperature t1 = new Temperature(75);
        Temperature t2 = new Temperature(100);
        Temperature t3 = new Temperature(65);
        System.out.println(""Max Temp: "" + Temperature.maxTemp);
   }
 }","5-7-2: Consider the class Temperature below which has a static variable. What is the output of the main method below?
",,,,,,
,"public void mystery(int[] a, int i)
{
   a[i] = a[i-1] * 2;
}","6-1-17: Consider the following method. Given an array initialized to {4, 10, 15}, which of the following represents the contents of the array after a call to mystery(array, 2)?
",,,,,,
,"public int[] mystery(int[] a, int i, int value)
{
   a[i + 1] = a[i] + value;
   return a;
}","6-1-18: Consider the following method. Which of the following code segments, appearing in the same class as the mystery method, will result in array2 having the contents {5, 10, 20}?
",,,,,,
,"private int[ ] values = {-20, -15, 2, 8, 16, 33};

public static int getIndexOfLastElementSmallerThanTarget(int[ ] values, int compare)
{
   for (int i = values.length - 1; i >=0; i--)
   {
      if (values[i] < compare)
         return i;
   }
   return -1; // to show none found
}
","6-2-6: Given the following code segment (which is identical to the method above) what will be returned when you execute: getIndexOfLastElementSmallerThanTarget(values,-13);
",,,,,,
,"int[ ] values = {-20, -15, 2, 8, 16, 33};

public static int getIndexOfLastElementSmallerThanTarget(int[] values, int compare)
{
   for (int i = values.length; i >=0; i--)
   {
      if (values[i] < compare)
         return i;
   }
   return -1; // to show none found
}","6-2-7: Given the following code segment (which is identical to the method above) what will be returned when you execute: getIndexOfLastElementSmallerThanTarget(values, 7);
",,,,,,
,"private int[ ] a = {-20, -15, 2, 8, 16, 33};

public void doubleLast()
{

   for (int i = a.length / 2; i < a.length; i++)
   {
      a[i] = a[i] * 2;
   }
}","6-2-10: Given the following values of a and the method doubleLast what will the values of a be after you execute: doubleLast()?
",,,,,,
,"private int[ ] a = {-20, -15, 2, 8, 16, 33};

public void mystery()
{

   for (int i = 0; i < a.length/2; i+=2)
   {
      a[i] = a[i] * 2;
   }
}","6-2-11: Given the following values of a and the method mystery what will the values of a be after you execute: mystery()?
",,,,,,
,"int[ ] numbers = {44, 33, 22, 11};
for (int num : numbers)
{
    num *= 2;
}
for (int num : numbers)
{
    System.out.print(num + "" "");
}","6-3-5: What is the output of the following code segment?
",,,,,,
,"public static double mystery(int[] arr)
{
   double output = 0;
   for (int i = 0; i < arr.length; i++)
   {
      output = output + arr[i];
   }
   return output / arr.length;
}","6-9-4: What is returned from mystery when it is passed {10, 30, 30, 60}?
",,,,,,
,"private int[ ] a = {-10, -5, 1, 4, 8, 30};

public void doubleLast()
{

   for (int i = a.length / 2; i < a.length; i++)
   {
      a[i] = a[i] * 2;
   }
}","6-9-5: Given the following values of a and the method doubleLast what will the values of a be after you execute: doubleLast()?
",,,,,,
,"private int[ ] a = {1, 3, -5, -2};

public void multAll(int amt)
{
   int i = 0;
   while (i < a.length)
   {
      a[i] = a[i] * amt;
      i++;
   } // end while
} // end method","6-9-6: What are the values in a after multAll(3) executes?
",,,,,,
,"private int[ ] a = {1, 3, -5, -2};

public void mult(int amt)
{
   int i = 0;
   while (i < a.length)
   {
      a[i] = a[i] * amt;
   } // end while
} // end method","6-9-7: What are the values in a after mult(2) executes?
",,,,,,
,"int[] a = {7, 3, -1};

public static int m1(int[] a)
{
   a[1]--;
   return (a[1] * 2);
}","6-9-13: Given the following field and method declaration, what is the value in a[1] when m1(a) is run?

",,,,,,
,"for (int i = 1; i < k; i++)
{
   if (arr[i] < someValue)
   {
     System.out.print(""HELLO"")
   }
}","6-9-14: Consider the following code. What is the maximum amount of times that HELLO could possibly be printed?
",,,,,,
,"public static void changeArray(int[] data)
{
   for (int k = data.length - 1; k > 0; k--)
      data[k - 1] = data[k] + data[k - 1];
}","6-9-15: Consider the following method changeArray. An array is created that contains {2, 8, 10, 9, 6} and is passed to changeArray. What are the contents of the array after the changeArray method executes?

",,,,,,
,"public static void copyArray(int[] arr1, int[] arr2)
{
   for (int i = arr1.length / 2; i < arr1.length; i++)
   {
      arr1[i] = arr2[i];
   }
}","6-9-16: Assume that arr1={1, 5, 3, -8, 6} and arr2={-2, -1, -5, 3, -4} what will the contents of arr1 be after copyArray finishes executing?
",,,,,,
,"ArrayList<Integer> list1 = new ArrayList<Integer>();
list1.add(1);
list1.add(2);
list1.add(3);
list1.add(2, 4);
list1.add(5);
System.out.println(list1);
","7-2-4: What will print when the following code executes?
",,,,,,
,"ArrayList<String> list1 = new ArrayList<String>();
list1.add(""Anaya"");
list1.add(""Layla"");
list1.add(""Sharrie"");
list1.add(1, ""Sarah"");
System.out.println(list1);
","7-2-5: What will print when the following code executes?
",,,,,,
,"List<Integer> list1 = new ArrayList<Integer>();
list1.add(1);
list1.add(2);
list1.add(3);
list1.remove(2);
System.out.println(list1);","7-2-7: What will print when the following code executes?
",,,,,,
,"List<Integer> list1 = new ArrayList<Integer>();
list1.add(1);
list1.add(2);
list1.add(3);
list1.set(2, 4);
list1.add(2, 5);
list1.add(6);
System.out.println(list1);
","7-2-9: What will print when the following code executes?
",,,,,,
,"List<String> list1 = new ArrayList<String>();
list1.add(""Anaya"");
list1.add(""Layla"");
list1.add(""Sharrie"");
list1.set(1, ""Destini"");
list1.add(1, ""Sarah"");
System.out.println(list1);","7-2-10: What will print when the following code executes?
",,,,,,
,"List<Integer> numList = new ArrayList<Integer>();
numList.add(new Integer(1));
numList.add(new Integer(2));
numList.add(new Integer(3));
numList.set(2,new Integer(4));
numList.add(1, new Integer(5));
numList.add(new Integer(6));
System.out.println(numList);
","7-4-1: What will print when the following code executes?
",,,,,,
,"List<Integer> list1 = new ArrayList<Integer>();
list1.add(new Integer(1));
list1.add(new Integer(2));
list1.add(new Integer(3));
list1.remove(1);
System.out.println(list1);
","7-4-2: What will print when the following code executes?
",,,,,,
,"List<Integer> list1 = new ArrayList<Integer>();
list1.add(new Integer(1));
list1.add(new Integer(2));
list1.add(new Integer(3));
list1.remove(1);
System.out.println(list1);
","7-11-1-8: What will print when the following code executes?
",,,,,,
,"List<String> list1 = new ArrayList<String>();
list1.add(""Anaya"");
list1.add(""Layla"");
list1.add(""Sharrie"");
list1.set(0, ""Destini"");
list1.add(0, ""Sarah"");
System.out.println(list1);","7-11-1-9: What will print when the following code executes?
",,,,,,
,"List<Integer> list1 = new ArrayList<Integer>();
list1.add(new Integer(1));
list1.add(new Integer(2));
list1.add(new Integer(3));
list1.set(2, new Integer(4));
list1.add(2, new Integer(5));
list1.add(new Integer(6));
System.out.println(list1);","7-11-2-1: What is printed as a result of executing the following code segment?
",,,,,,
,"private List<Integer> nums;

// precondition: nums.size() > 0;
// nums contains Integer objects
public void numQuest()
{
  int k = 0;
  Integer zero = new Integer(0);
  while (k < nums.size())
  {
   if (nums.get(k).equals(zero))
     nums.remove(k);
   else
      k++;
  }
}
","7-11-2-2: Given the following code and assume that nums initially contains [0, 0, 4, 2, 5, 0, 3], what will nums contain as a result of executing numQuest?
",,,,,,
,"List<Integer> aList = new ArrayList<Integer>();
aList.add(new Integer(1));
aList.add(new Integer(2));
aList.add(1, new Integer(5));
aList.set(1, new Integer(4));
aList.add(new Integer(6));
aList.add(new Integer(3));
System.out.println(aList);
","7-11-2-4: What is printed as a result of executing the following code segment?
",,,,,,
,"List<Integer> aList = new ArrayList<Integer>();
aList.add(new Integer(1));
aList.add(new Integer(2));
aList.remove(1);
aList.add(1, new Integer(3));
aList.set(1, new Integer(4));
aList.add(new Integer(5));
System.out.println(list);","7-11-2-5: What is printed as a result of executing the following code segment?
",,,,,,
,"List<String> list1 = new ArrayList<String>();
list1.add(""a"");
list1.add(""b"");
list1.add(0,""c"");
list1.add(1, ""d"");
list1.set(2, ""e"");
list1.add(""f"");
System.out.println(list1);","7-11-2-6: What is printed as a result of executing the following code segment?
",,,,,,
,"List<String> list1 = new ArrayList<String>();
list1.add(""a"");
list1.add(""b"");
list1.add(0,""c"");
list1.set(1, ""d"");
list1.set(0, ""e"");
list1.add(""b"");
System.out.println(list1);
",7-11-2-8: What is printed as a result of executing the following code segment?,,,,,,
,"private List<Integer> numList;
public void mystery(int n)
{
    for (int i = 0; i < n; i++)
    {
        Integer obj = numList.remove(0);
        numList.add(obj);
    }
}
","7-11-2-9: Assume that numList has been initialized with the following Integer objects: [0, 1, 2, 3, 4]. What is the value of numList after mystery(5) executes?
",,,,,,
,"nums.add(6);
nums.add(0,4);
nums.remove(1);","7-11-3-1: What is in the list nums if it initially contained {5, 3, 1} and the following code is executed?
",,,,,,
,"private List<Integer> nums;

//precondition: nums.size() > 0
//nums contains Integer objects
public void numQuest() {
   int k = 0;
   Integer zero = new Integer(0);
   while (k < nums.size()) {
      if (nums.get(k).equals(zero))
         nums.remove(k);
      k++;
   }
}
","7-11-3-2: Assume that nums has been created as an ArrayList object and initially contains the following Integer values: [0, 0, 4, 2, 5, 0, 3, 0]. What will nums contain as a result of executing the following method numQuest?",,,,,,
,"public static int mystery(int[] elements, int target)
 {
   for (int j = 0; j < elements.length; j++)
   {
      if (elements[j] == target)
      {
         return j;
      }
  }
  return -1;
}","7-11-4-1: What would the following code return from mystery([90, -30, 50], 50)?
",,,,,,
,"public static int mystery(int[] elements, int target)
 {
   for (int j = 0; j < elements.length; j++)
   {
      if (elements[j] == target)
      {
         return j;
      }
  }
  return -1;
}","7-11-4-2: What would the following code return from mystery([90, -30, 50], -20)?
",,,,,,
,"public static int binarySearch(int[] elements, int target) {
   int left = 0;
   int right = elements.length - 1;
   while (left <= right)
   {
      int middle = (left + right) / 2;
      if (target < elements[middle])
      {
         right = middle - 1;
      }
      else if (target > elements[middle])
      {
         left = middle + 1;
      }
      else {
         return middle;
      }
    }
    return -1;
}","7-11-4-3: Consider the binarySearch method below. How many times would the while loop execute if you first do int[] arr = {2, 10, 23, 31, 55, 86} and then call binarySearch(arr,2)?
",,,,,,
,"public class Searcher
{
    private int[] arr = {1,3,5,8,9};

    public int mystery(int low, int high, int num)
    {
        int mid = (low + high) / 2;
        if (low > high) {
            return -1;   }
        else if (arr[mid] < num) {
            return mystery(mid + 1, high, num);   }
        else if (arr[mid] > num) {
            return mystery(low, mid - 1, num);   }
        else
            return mid;
    }

    public static void main(String[] args)
    {
        Searcher s = new Searcher();
        System.out.println(s.mystery(0,4,3));
    }
}","7-11-5-2: What is printed when the following main method is executed?
",,,,,,
,"public static int test(int[] a, int v)
{
    for (int i = 0; i < a.length; i++)
    {
        if (a[i] == v)
            return i;
        else return -1;
    }
}","7-11-5-5: What would test return if a = {1,2,3,4} and v = 3?
",,,,,,
,"public class AlphaSort
{

    public static void main(String[] args)
    {
        int i, j;
        String key;
        String[] letters = {""E"",""D"",""C"",""B"",""A"",""B""};
        for (j = 1; j < letters.length; j++)
        {
            key = letters[j];
            i = j - 1;
            while (i >= 0)
            {
                if (key.compareTo(letters[i]) > 0)
                {
                    break;
                }
                letters[i + 1] = letters[i];
                i--;
            }
            letters[i + 1] = key;
        }
        for (int t = 0; t < letters.length; t++)
        {
            System.out.print((letters[t]) + """");
        }
    }
}",7-11-6-1: What is printed when the following main method is executed? The break; statement used in this code breaks out of or terminates the loop at that point.,,,,,,
,"public class NumberCount
{
    public static void main(String[] args)
    {
        int count = 0;
        int[] numbers = {-5,4,-5,3,-2,-4};
        for (int j = 0; j < numbers.length; j++)
        {
            if(numbers[j] < 0 && numbers[j] % 2 != 0)
            {
                count++;
            }
        }
    System.out.println(count);
    }
}
","7-11-6-2: What is printed when the following main method is executed?
",,,,,,
,"public class GuestList
{
    public static void main(String[] args)
    {
        int count = 0;
        String[] guestList = {""Anna"", ""Briana"", ""Alex"", ""John""};
        String subj1 = null;
        String subj2 = null;
        for (int j = 0; j < guestList.length; j++)
        {
            subj1 = guestList[j].substring(0,1);
            subj2 = guestList[j].substring(guestList[j].length()-1);
            if(subj1.equalsIgnoreCase(subj2))
            {
                count--;
            }
            else if(subj1.equalsIgnoreCase(""a""))
            {
                count++;
            }
        }
        System.out.println(count);
    }
}
","7-11-6-3: What is printed when the following main method is executed?
",,,,,,
,"public class OddEvenMod
{
    public static void main(String[] args)
    {
        int[] arr = {8,7,7,3,4,1};
        for (int i = 0; i < arr.length; i++)
        {
            if(arr[i] % 2 == 0)
            {
                int temp = arr[0];
                arr[0] = arr[i];
                arr[i] = temp;
            }
        }
        for (int t = 0; t < arr.length; t++)
        {
            System.out.print((arr[t]) + "","");
        }
    }
}
","7-11-6-4: What is printed when the following main method is executed?
",,,,,,
,"public class PrimeOrNot
{
    private static boolean check(int n)
    {
        for(int i = 2; i < n; i++)
        {
            if(n % i == 0)
                return false;
        }
        return true;
    }

    public static void main(String[] args)
    {
        int[] arr = {5,3,2,9,3,4};
        for (int i = 0; i < arr.length; i++)
        {
            if(check(arr[i]))
            {
                int temp = arr[0];
                arr[0] = arr[i];
                arr[i] = temp;
            }
        }
        for (int t = 0; t < arr.length; t++)
        {
            System.out.print((arr[t]) + "","");
        }
    }
}
","7-11-6-5: What is printed when the following main method is executed?

",,,,,,
,"public class GradeSort
{
   public static void main(String[] args)
   {
        String[] names = {""Anna"",""John"",""Billy"",""Bob"",""Roger"",""Dominic""};
        int[] grades = {93,100,67,84,86, 93};
        int i, j, first, temp;
        String temp2;
        for (i = grades.length - 1; i > 0; i--)
        {
            first = 0;
            for (j = 1; j <= i; j++)
            {
                if (grades[j] < grades[first])
                    first = j;
            }
            temp = grades[first];
            grades[first] = grades[i];
            grades[i] = temp;
            temp2 = names[first];
            names[first] = names[i];
            names[i] = temp2;
        }
        for (int t = 0; t < names.length; t++)
        {
            System.out.print((names[t]) + "" "");
        }
   }
}
","7-11-6-6: What is printed when the following main method is executed?
",,,,,,
,"public class DivisibleBy2or3
{
    private static boolean divCheck(int n)
    {
        if(n % 2 == 0 || n % 3 == 0)
        {
          return true;
        }
        return false;
    }

    public static void main(String[] args)
    {
        int[] arr = {6,7,17,3,2,9,1,5};
        for (int i = 0; i < arr.length; i++)
        {
            if(divCheck(arr[i]))
            {
                int temp = arr[0];
                arr[0] = arr[i];
                arr[i] = temp;
            }
        }
        for (int t = 0; t < arr.length; t++)
        {
            System.out.print((arr[t]) + "" "");
        }
    }
}
","7-11-6-7: What is printed when the following main method is executed?
",,,,,,
,"int[][] ticketInfo = { {25,20,25}, {25,20,25} };
String[][] seatingInfo = { {""Jamal"", ""Maria""}, {""Jake"", ""Suzy""}, {""Emma"", ""Luke""} };
int value = ticketInfo[1][0];
String name = seatingInfo[0][1];","8-1-11: What is the value of name after the code above executes?
",,,,,,
,"int[][] points = { {11, 12, 13, 14, 15},
                    {21, 22, 23, 24, 25},
                    {31, 32, 33, 34, 35},
                    {41, 42, 43, 44, 45}};
 for (int row = 0; row < points.length; row++)
 {
     for (int col = points[0].length - 1; col >= row; col--)
     {
          System.out.print(points[row][col] + "" "");
     }
     System.out.println();
}","8-2-6: Consider the following code segment. What is the last row of numbers printed when this code segment is executed?
",,,,,,
,"int[][] arr = { {1, 2, 3, 4},
                {5, 6, 7, 8},
                {9, 10, 11, 12} };
int sum = 0;
for (int[] x : arr)
{
    for (int y = 0; y < x.length - 1; y++)
    {
         sum += x[y];
    }
}
","8-2-9: Consider the following code segment. What is the value of sum as a result of executing the code segment?
",,,,,,
,"int[][] matrix = { {1,1,2,2},{1,2,2,4},{1,2,3,4},{1,4,1,2}};

int sum = 0;
int col = matrix[0].length - 2;
for (int row = 0; row < 4; row++)
{
   sum = sum + matrix[row][col];
}","8-8-4: Given the following code segment, what is the value of sum after this code executes?
",,,,,,
,"int [][] mat = new int [4][3];
for (int row = 0; row < mat.length; row++) {
   for (int col = 0; col < mat[0].length; col++) {
      if (row < col)
         mat[row][col] = 1;
      else if (row == col)
         mat[row][col] = 2;
      else
         mat[row][col] = 3; } }
","8-8-5: What are the contents of mat after the following code segment has been executed?
",,,,,,
,"int[][] m = { {1,1,1,1},{1,2,3,4},{2,2,2,2},{2,4,6,8}};

int sum = 0;
for (int k = 0; k < m.length; k++) {
    sum = sum + m[m.length-1-k][1];
}
","8-8-6: Given the following code segment, what is the value of sum after this code executes?
",,,,,,
,"int[][] arr = { {3,2,1},{1,2,3}};
int value = 0;
for (int row = 1; row < arr.length; row++) {
   for (int col = 1; col < arr[0].length; col++) {
      if (arr[row][col] % 2 == 1)
      {
          arr[row][col] = arr[row][col] + 1;
      }
      if (arr[row][col] % 2 == 0)
      {
          arr[row][col] = arr[row][col] * 2;
      }
   }
}","8-8-7: What are the contents of arr after the following code has been executed?
",,,,,,
,"public class Base
{
   public void methodOne()
   {
     System.out.print(""A"");
     methodTwo();
   }

   public void methodTwo()
   {
     System.out.print(""B"");
   }
}

public class Derived extends Base
{
   public void methodOne()
   {
      super.methodOne();
      System.out.print(""C"");
   }

   public void methodTwo()
   {
     super.methodTwo();
     System.out.print(""D"");
   }
}
","9-4-2: Given the following class declarations, and assuming that the following declaration appears in a client program: Base b = new Derived();, what is the result of the call b.methodOne();?
",,,,,,
,"public class Shape {
   public void what() { System.out.print(""Shape "");}

   public static void main(String[] args) {

      Shape[] shapes = {new Shape(), new Rectangle(), new Square(),
                        new Circle()};
      for (Shape s : shapes)
      {
         s.what();
         System.out.print("" "");
      }
   }

}

class Rectangle extends Shape {
   public void what() { System.out.print(""Rectangle ""); }
}

class Square extends Rectangle {
}

class Oval extends Shape {
   public void what() { System.out.print(""Oval ""); }
}

class Circle extends Oval {
   public void what() { System.out.print(""Circle "");}
}
","9-6-1: What is the output from running the main method in the Shape class?
",,,,,,
,"public class Student {

   public String getFood() {
      return ""Pizza"";
   }

   public String getInfo()  {
     return this.getFood();
   }

   public static void main(String[] args)
   {
     Student s1 = new GradStudent();
     s1.getInfo();
   }
}

class GradStudent extends Student {

  public String getFood() {
     return ""Taco"";
  }

}
","9-6-2: What is the output from running the main method in the Student class?

",,,,,,
,"public class Car
{
  private int fuel;

  public Car() { fuel = 0; }
  public Car(int g) { fuel = g; }

  public void addFuel() { fuel++; }
  public void display() { System.out.print(fuel + "" ""); }

  public static void main(String[] args)
  {
     Car car = new Car(5);
     Car fastCar = new RaceCar(5);
     car.display();
     car.addFuel();
     car.display();
     fastCar.display();
     fastCar.addFuel();
     fastCar.display();
  }

}

class RaceCar extends Car
{
  public RaceCar(int g) { super(2*g); }
}
","9-6-3: What is the output from running the main method in the Car class?

",,,,,,
,"public class Student {
   public String getFood() {
      return ""Pizza"";
   }
   public String getInfo()  {
      return this.getFood();
   }
}

public class GradStudent extends Student {
   public String getFood() {
      return ""Taco"";
   }
}","9-12-8: Given the following class declarations, what is the output from Student s1 = new GradStudent(); followed by s1.getInfo();?",,,,,,
,"Animal[] a = { new Cat(), new Cow(), new Dog(), new Pig(), new Bird() }
","9-12-11: If you have a parent class Animal that has a method speak() which returns: Awk. Cat has a speak method that returns: Meow. Bird does not have a speak method. Dog has a speak method that returns: Woof. Pig does not have a speak method. Cow has a speak method that returns: Moo. What is the output from looping through the array a created below and asking each element to speak()?
",,,,,,
,"public class Car
{
   private int fuel;

   public Car() { fuel = 0; }
   public Car(int g) { fuel = g; }

   public void addFuel() { fuel++; }
   public void display() { System.out.print(fuel + "" ""); }
}

public class RaceCar extends Car
{
   public RaceCar(int g) { super(2*g); }
}

What is the result when the following code is compiled and run?

Car car = new Car(5);
Car fastCar = new RaceCar(5);
car.display()
car.addFuel();
car.display();
fastCar.display();
fastCar.addFuel();
fastCar.display();
","9-12-12: Given the following class declarations and code, what is the result when the code is run?

",,,,,,
,"public class Book
{
   public String getISBN()
   {
      // implementation not shown
   }

   // constructors, fields, and other methods not shown
}

public class Dictionary extends Book
{
   public String getDefinition(String word)
   {
      // implementation not shown
   }

   // constructors, fields, and methods not shown
}

Assume that the following declaration appears in a client class.

Book b = new Dictionary();","9-12-13: Given the following class declarations and code, what is the result when the code is run?
",,,,,,
,"class Animal
{
    void someSound()
    {
        System.out.print(""Screeech "");
    }
}

class Cat extends Animal
{
    public Cat()
    {
        System.out.print(""Meow "");
        super.someSound();
    }
}

class Garfield extends Cat
{
    public Garfield()
    {
        System.out.print(""Lasagna "");
    }
}
public class MainClass
{
    public static void main(String[] args)
    {
        Garfield garfield = new Garfield();
    }
}
","9-12-14: What is the output of the following code?

",,,,,,
,"public class Base
{
   public void methodOne()
   {
      System.out.print(""A"");
      methodTwo();
   }

   public void methodTwo()
   {
      System.out.print(""B"");
   }
}

public class Derived extends Base
{
   public void methodOne()
   {
      super.methodOne();
      System.out.print(""C"");
   }

   public void methodTwo()
   {
      super.methodTwo();
      System.out.print(""D"");
   }
}","9-12-14: Assume that Base b = new Derived(); appears in a client program. What is the result of the call b.methodOne();?
",,,,,,
,"public static int product(int n)
{
   if(n == 1)
      return 1;
   else
      return n * product(n - 2);
}","10-1-8: What is the value of n when this method stops calling itself (when it reaches the base case)?

",,,,,,
,"public static int bunnyEars(int bunnies)
{
   if (bunnies == 0) return 0;
   else if (bunnies == 1) return 2;
   else return 2 + bunnyEars(bunnies - 1);
}","10-1-9: What is/are the values of the variable bunnies when this method stops calling itself (when it reaches the base case)?

",,,,,,
,"public static int factorial(int n)
{
   if (n == 0)
      return 1;
   else
      return n * factorial(n-1);
}
","10-1-9: Given the method defined below what does the following return: factorial(6)?
",,,,,,
,"public static int mystery(int n)
{
   if (n == 0)
      return 1;
   else
      return 2 * mystery (n - 1);
}","10-1-10: Given the method defined below what does the following return: mystery(5)?

",,,,,,
,"public static int mystery(int n, int a)
{
  if (n == 1) return a;
  return a * mystery(n-1,a);
}
","10-1-11: Given the method defined below what does the following print: mystery(4,3)?
",,,,,,
,"public static void mystery (int x) {
   System.out.print(x % 10);

   if ((x / 10) != 0) {
      mystery(x / 10);
   }
   System.out.print(x % 10);
}","10-1-12: Given the method defined below what does the following print: mystery(1234)?
",,,,,,
,"public static int mystery(String str)
{
   if (str.length() == 1) return 0;
   else
   {
      if (str.substring(0,1).equals(""y"")) return 1 +
                           mystery(str.substring(1));
      else return mystery(str.substring(1));
   }
}
","10-1-13: Given the method defined below what does the following return: mystery(“xyzxyxy”)? Note that this recursive method traverses a String.

",,,,,,
,"public static int mystery(int n)
{
   if (n == 0)
      return 1;
   else
      return 3 * mystery (n - 1);
}
","10-7-3-2: Given the following method declaration, what value is returned as the result of the call mystery(5)?
",,,,,,
,"public static int product(int n)
{
   if (n <= 1)
      return 1;
   else
      return n * product(n - 2);
}
","10-7-3-3: Given the following method declaration, what value is returned as the result of the call product(5)?

",,,,,,
,"public static int f(int n)
{
   if (n == 0)
      return 0;
   else if (n == 1)
      return 1;
   else return f(n-1) + f(n-2);
}","10-7-3-4: Given the following method declaration, what value is returned as the result of the call f(5)?

",,,,,,
,"public static boolean check(String s)
{
   return s.length() >= 2 &&
          (s.charAt(0) == s.charAt(1) ||
           check(s.substring(1)));
}
","10-7-4-1: Given the following method declaration, this method will return true if and only if:
",,,,,,
,"public static int redo(int i, int j)
{
   if (i==0)
      return 0;
   else
      return redo(i/j, j)+1;
}
","10-7-4-2: Given the following method declaration, what will redo(82, 3) return?
",,,,,,
